"","region","country","mean_life","mean_alcohol","mean_amortality","mean_bmi","mean_water","mean_pop","mean_health_spend","mean_life60","mean_imort","mean_edu","mean_school","mean_gni"
"139","Europe","Republic of North Macedonia",74.4682452941177,4.01437705882353,111.507274705882,26.1647058823529,96.6059729411765,2064.33317647059,7.29388823529412,18.6615994117647,0.0108861764705882,3.30015,7.1427,8723.57142857143
"140","Africa","Namibia",58.6440052941176,2.45487882352941,383.792929411765,23.6058823529412,79.4217376470588,2055.73241176471,9.71946882352941,16.0952964705882,0.0434597058823529,6.41326375,5.8054,7037.14285714286
"141","Europe","Slovenia",78.6772811764706,10.9458823529412,96.4423294117647,25.9470588235294,99.5699747058824,2025.60958823529,8.20817882352941,22.2590029411765,0.00318941176470588,5.431085625,12.2131938461538,24170.7142857143
"142","Africa","Lesotho",49.9274147058824,2.62103705882353,536.265688235294,24.5117647058824,67.8756152941177,2017.25205882353,7.15066764705882,14.8411317647059,0.0832629411764706,11.16500875,5.68399,2404.28571428571
"143","Africa","Botswana",57.0244270588235,5.77453,431.423623529412,24.0294117647059,81.0437735294118,1904.47258823529,5.82574823529412,16.2829794117647,0.0444708823529412,9.721,NA,10837.8571428571
"144","Africa","Gambia",59.2825676470588,3.13377411764706,282.623847058824,23.0705882352941,76.3093282352941,1706.01141176471,3.17844529411765,15.0148958823529,0.0542964705882353,2.18276941176471,5.29168,1384.28571428571
"145","Africa","Gabon",61.9237688235294,8.01875588235294,291.946088235294,24.5235294117647,83.0541823529412,1561.41511764706,2.98321529411765,17.6844870588235,0.0462317647058824,3.10040333333333,NA,13862.8571428571
"146","Eastern Mediterranean","Qatar",77.0612541176471,1.01129235294118,66.7700711764706,28.3470588235294,99.9237823529412,1505.04547058824,2.33427,20.2227882352941,0.00879911764705882,3.76618230769231,9.294858,111628
"147","Africa","Guinea-Bissau",55.8592305882353,3.07296647058824,294.073694117647,22.8294117647059,60.0254382352941,1464.43923529412,7.28729294117647,14.8575511764706,0.0873452941176471,1.9630575,NA,1085
"148","Europe","Estonia",74.4215929411765,15.1371152941176,164.829494117647,25.9823529411765,99.4410417647059,1346.218,5.58338941176471,20.3935241176471,0.005025,5.18994,13.6681483333333,17176.4285714286
"149","Americas","Trinidad and Tobago",70.5600723529412,5.73958764705882,187.130282352941,26.7764705882353,95.3839541176471,1317.97923529412,4.77844352941176,18.7500611764706,0.0210879411764706,3.1251375,10.67956,22390
"150","Africa","Mauritius",72.9264735294118,3.37884647058824,160.067964705882,24.8882352941176,99.6236441176471,1232.90764705882,4.08420882352941,19.1216241176471,0.0129232352941176,3.79294176470588,7.41611,12720.7142857143
"151","Europe","Cyprus",79.2441676470588,10.7576758823529,65.8229170588235,26.6352941176471,99.8142035294118,1070.63782352941,6.05182470588235,21.92914,0.00363911764705882,6.24490375,11.4817846153846,25622.1428571429
"152","Eastern Mediterranean","Bahrain",76.1108358823529,1.81413411764706,77.4319782352941,25.1235294117647,99.9666182352941,1068.04547058824,3.85412294117647,19.4114029411765,0.00859794117647059,2.60055285714286,8.60044666666667,36513.0769230769
"153","Africa","Eswatini",50.2602776470588,6.1811,528.965294117647,26.1705882352941,60.6691076470588,1054.11688235294,7.2273,15.5648517647059,0.0719867647058823,6.0204325,NA,5700.71428571429
"154","South-East Asia","Timor-Leste",64.8112329411765,0.348186470588235,193.086905882353,20.5470588235294,62.6392186666667,1052.225,1.85129214285714,16.5581741176471,0.0643511764705882,2.61741333333333,NA,4173.57142857143
"155","Africa","Equatorial Guinea",55.9874470588235,8.05797647058824,341.652835294118,23.3411764705882,58.2323223529412,880.124823529412,1.98904823529412,16.4384876470588,0.0899117647058824,NA,NA,19272.1428571429
"156","Western Pacific","Fiji",68.7641676470588,2.24335352941176,205.413917647059,26.9823529411765,94.2333117647059,842.365235294118,3.53047647058824,16.6430011764706,0.0199444117647059,5.20624363636364,9.28579,6702.85714285714
"157","Eastern Mediterranean","Djibouti",60.4800288235294,0.647245294117647,288.838047058824,23.7882352941176,75.5403252941177,820.196235294118,4.50564294117647,17.1523088235294,0.0687511764705882,7.70369727272727,NA,1910
"158","Americas","Guyana",65.3943564705882,6.54708882352941,265.918576470588,25.5470588235294,91.7220611764706,751.731352941177,4.82975647058824,16.6155188235294,0.0339920588235294,5.702464,6.12263,4824.28571428571
"159","South-East Asia","Bhutan",66.8376358823529,0.449119411764706,243.596452941176,23.0764705882353,90.6349529411765,668.973647058824,3.86502,19.1846029411765,0.0410538235294118,5.70386333333333,2.22245,4852.85714285714
"160","Africa","Comoros",61.2987711764706,0.177886470588235,252.055682352941,23.6058823529412,85.1700741176471,661.903470588235,9.25755941176471,15.9611152941176,0.0701229411764706,2.83913285714286,NA,1411.42857142857
"161","Europe","Montenegro",74.8451441176471,9.48911272727273,119.128581176471,25.9,96.1619890909091,620.591470588235,NA,19.1505588235294,0.00784911764705882,NA,10.923545,10866.4285714286
"162","Americas","Suriname",69.6680511764706,4.90591235294118,201.194929411765,25.9882352941176,92.1841317647059,517.512235294118,5.38494117647059,18.2523694117647,0.0235576470588235,NA,8.40602,11535
"163","Western Pacific","Solomon Islands",68.9445735294118,1.02554294117647,184.319964705882,25.6,74.8242047058824,508.569235294118,7.38093588235294,16.9222723529412,0.0245067647058824,9.37869,NA,1431.42857142857
"164","Europe","Luxembourg",80.6862305882353,12.0934070588235,71.5732417647059,25.9823529411765,99.9840641176471,494.153,6.42728352941177,23.5611011764706,0.00358676470588235,3.9023225,13.163512,56180.7692307692
"165","Africa","Cabo Verde",71.4152247058824,4.33632117647059,144.413505882353,24.0058823529412,82.0839811764706,480.636705882353,4.55469882352941,18.0390164705882,0.023215,5.77079,5.87209,4637.85714285714
"166","Europe","Malta",80.0125741176471,6.92094588235294,61.4187258823529,27.0588235294118,100,412.471941176471,8.30436647058823,22.7210258823529,0.00574147058823529,6.01732454545455,10.362152,22715
"167","Western Pacific","Brunei Darussalam",75.8488194117647,0.515285882352941,94.7344705882353,26.1882352941176,99.90001,378.623294117647,2.22575294117647,19.86658,0.00922235294117647,3.29046833333333,11.57398,65794
"168","South-East Asia","Maldives",74.9363947058823,1.47212117647059,87.0661370588235,24.2764705882353,96.17364,357.497235294118,8.57406823529412,19.2625658823529,0.01697,4.479438,3.78929,7713.84615384615
"169","Americas","Bahamas",74.1076270588235,9.61760117647059,176.270047058824,27.3647058823529,98.5850941176471,340.88,5.30793705882353,21.7032094117647,0.0111841176470588,2.23284,11.466705,21649.2307692308
"170","Europe","Iceland",81.5078458823529,6.93235294117647,59.2739611764706,25.9176470588235,100.000001176471,308.365352941176,8.73657941176471,23.9490435294118,0.00201676470588235,7.20010647058823,NA,32263.5714285714
"171","Americas","Belize",69.5836735294118,6.03332823529412,187.771982352941,28.2058823529412,92.6206382352941,307.378352941176,5.17630823529412,16.8966205882353,0.0167891176470588,6.03569090909091,9.05567,7355.71428571429
"172","Americas","Barbados",74.49072,8.18548117647059,112.225258823529,27.1352941176471,98.4044347058824,279.392,6.68983823529412,19.2283035294118,0.0135502941176471,5.49510428571429,8.99301,13284.6153846154
"173","Western Pacific","Vanuatu",70.5741052941176,1.16718058823529,154.301505882353,25.8235294117647,85.3738,227.506941176471,3.50847411764706,17.5243035294118,0.0231023529411765,6.7231175,NA,2432.14285714286
"174","Western Pacific","Samoa",72.5279705882353,2.98366411764706,144.390711764706,31.3176470588235,93.7992658823529,183.899352941176,5.05767882352941,18.5103423529412,0.0167958823529412,4.095058,11.338065,4125
"175","Africa","Sao Tome and Principe",66.0778211764706,5.27853764705882,212.189094117647,24.2235294117647,74.7105176470588,171.461,8.53694352941177,18.0080335294118,0.0400273529411765,5.39758142857143,5.98449,2355.38461538462
"176","Americas","Saint Lucia",73.8286994117647,11.5682417647059,158.299317647059,28.3941176470588,93.2937988235294,169.208764705882,5.52623058823529,20.6659282352941,0.0141544117647059,4.44900428571429,8.390805,8762.14285714286
"177","Americas","Saint Vincent and the Grenadines",71.6079170588235,6.54791235294118,177.268935294118,26.3588235294118,94.2657829411765,108.478,4.29030058823529,19.26842,0.0190502941176471,6.613895,NA,8452.14285714286
"178","Americas","Grenada",72.0269452941177,9.01458764705882,161.065211764706,26.1823529411765,94.9123817647059,105.970823529412,5.59183882352941,18.1482952941176,0.0132644117647059,3.92674,NA,9517.14285714286
"179","Western Pacific","Micronesia (Federated States of)",68.21267,2.08359058823529,175.376035294118,29.2117647058824,82.8499035294118,105.937764705882,11.6123082352941,17.1239288235294,0.0358102941176471,9.58384,NA,3145.71428571429
"180","Western Pacific","Tonga",72.5029835294118,1.13439764705882,145.538264705882,31.7176470588235,99.1148394117647,101.337941176471,4.40053941176471,18.2619629411765,0.0151414705882353,4.266762,10.403565,4592.85714285714
"181","Western Pacific","Kiribati",64.8606605882353,0.523625294117647,209.393870588235,29.4117647058824,60.1868241176471,98.5017647058824,10.6478311764706,16.6871617647059,0.0557288235294118,11.586995,NA,2450.71428571429
"182","Africa","Seychelles",72.3273135294118,10.4909082352941,179.7022,26.0764705882353,95.0939129411765,89.6618235294118,4.77113470588235,19.1809947058824,0.0123261764705882,4.20861,10.38537,17446.4285714286
"183","Americas","Antigua and Barbuda",74.0334458823529,7.38722941176471,140.860511764706,25.9,97.3628370588235,85.374,4.98821235294118,19.5963835294118,0.00862470588235294,2.95576,NA,18750.7142857143
